gene_ID	Name	moduleColor	MM	Functional_Category	biological_process	molecular_function
gene:Rv3535c	hsaG	turquoise	0.840808713	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv3572	Rv3572	turquoise	0.640992116	conserved hypotheticals	NA	NA
gene:Rv0673	echA4	turquoise	0.668593704	lipid metabolism	lipid metabolic process	lyase activity
gene:Rv3502c	Rv3502c	turquoise	0.907347637	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv1169c	lipX	turquoise	0.923818988	PE/PPE	NA	NA
gene:Rv1782	eccB5	turquoise	0.649660282	cell wall and cell processes	NA	hydrolase activity
gene:Rv0874c	Rv0874c	turquoise	0.921365416	conserved hypotheticals	NA	NA
gene:Rv0797	Rv0797	turquoise	0.380819368	insertion seqs and phages	DNA recombination	catalytic activity, acting on DNA, DNA binding
gene:Rv1089A	celA2a	turquoise	0.480649025	intermediary metabolism and respiration	NA	NA
gene:Rv0257	Rv0257	turquoise	0.729941451	conserved hypotheticals	NA	NA
gene:Rv3599c	Rv3599c	turquoise	0.433005591	unknown	NA	NA
gene:Rv0245	Rv0245	turquoise	0.793954952	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv0990c	Rv0990c	turquoise	0.758768292	conserved hypotheticals	NA	NA
gene:Rv0756c	Rv0756c	turquoise	0.864255523	conserved hypotheticals	NA	NA
gene:Rv0374c	Rv0374c	turquoise	0.6740763	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv1170	mshB	turquoise	0.682824011	intermediary metabolism and respiration	carbohydrate derivative metabolic process, sulfur compound metabolic process	hydrolase activity
gene:Rv2175c	Rv2175c	turquoise	0.803172553	regulatory proteins	protein modification process	DNA binding
gene:Rv0393	Rv0393	turquoise	0.5225986	insertion seqs and phages	NA	NA
gene:Rv3621c	PPE65	turquoise	0.450192356	PE/PPE	NA	NA
gene:Rv2022c	Rv2022c	turquoise	0.7224341	conserved hypotheticals	NA	NA
gene:Rv3505	fadE27	turquoise	0.907339766	lipid metabolism	lipid metabolic process	oxidoreductase activity
gene:Rv1954c	Rv1954c	turquoise	0.69930071	conserved hypotheticals	NA	NA
gene:Rv0384c	clpB	turquoise	0.888016605	virulence, detoxification, adaptation	protein folding	hydrolase activity
gene:Rv3345c	PE_PGRS50	turquoise	0.448703691	PE/PPE	NA	NA
gene:Rv2769c	PE27	turquoise	0.761292787	PE/PPE	NA	NA
gene:Rv1583c	Rv1583c	turquoise	0.888386393	insertion seqs and phages	NA	NA
gene:Rv0656c	vapC6	turquoise	0.679757982	virulence, detoxification, adaptation	NA	catalytic activity, acting on RNA, hydrolase activity
gene:Rv1897c	Rv1897c	turquoise	0.340959091	conserved hypotheticals	NA	NA
gene:Rv2660c	Rv2660c	turquoise	0.657526916	conserved hypotheticals	NA	NA
gene:Rv3798	Rv3798	turquoise	0.436987585	insertion seqs and phages	NA	NA
gene:Rv3544c	fadE28	turquoise	0.798116758	lipid metabolism	lipid metabolic process	oxidoreductase activity
gene:Rv1528c	papA4	turquoise	0.771347892	lipid metabolism	NA	NA
gene:Rv1725c	Rv1725c	turquoise	0.817668995	conserved hypotheticals	NA	NA
gene:Rv2657c	Rv2657c	turquoise	0.767091103	insertion seqs and phages	NA	DNA binding
gene:Rv1089	PE10	turquoise	0.756030474	PE/PPE	NA	NA
gene:Rv0745	Rv0745	turquoise	0.703449215	conserved hypotheticals	NA	NA
gene:Rv0008c	Rv0008c	turquoise	0.850124883	cell wall and cell processes	NA	NA
gene:Rv1056	Rv1056	turquoise	0.51825976	conserved hypotheticals	NA	NA
gene:Rv3644c	Rv3644c	turquoise	0.572234425	information pathways	DNA replication	DNA binding, hydrolase activity, catalytic activity, acting on DNA, transferase activity
gene:Rv2209	Rv2209	turquoise	0.824312066	cell wall and cell processes	NA	NA
gene:Rv0770	Rv0770	turquoise	0.792228485	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv1536	ileS	turquoise	0.580858162	information pathways	cellular amino acid metabolic process, tRNA metabolic process	catalytic activity, acting on RNA, ligase activity, tRNA metabolic process, hydrolase activity, RNA binding
gene:Rv2034	Rv2034	turquoise	0.783184199	regulatory proteins	regulation of transcription, DNA-templated	DNA binding, regulation of transcription, DNA-templated
gene:Rv3546	fadA5	turquoise	0.833684343	lipid metabolism	lipid metabolic process	transferase activity
gene:Rv1148c	Rv1148c	turquoise	0.648113874	insertion seqs and phages	NA	hydrolase activity
gene:Rv3536c	hsaE	turquoise	0.63272541	intermediary metabolism and respiration	NA	lyase activity
gene:Rv2091c	Rv2091c	turquoise	0.568082364	cell wall and cell processes	NA	NA
gene:Rv0477	Rv0477	turquoise	0.723135262	cell wall and cell processes	NA	NA
gene:Rv3340	metC	turquoise	0.68802271	intermediary metabolism and respiration	sulfur compound metabolic process, cellular amino acid metabolic process	transferase activity, lyase activity
gene:Rv1395	Rv1395	turquoise	0.53274203	regulatory proteins	regulation of transcription, DNA-templated	DNA binding, regulation of transcription, DNA-templated
gene:Rv3060c	Rv3060c	turquoise	0.626642846	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv2731	Rv2731	turquoise	0.907580974	conserved hypotheticals	NA	NA
gene:Rv2044c	Rv2044c	turquoise	0.434268035	conserved hypotheticals	NA	NA
gene:Rv3518c	cyp142	turquoise	0.512106951	intermediary metabolism and respiration	lipid metabolic process	oxidoreductase activity
gene:Rv1313c	Rv1313c	turquoise	0.392359393	insertion seqs and phages	DNA recombination	DNA binding
gene:Rv0368c	Rv0368c	turquoise	0.544676274	conserved hypotheticals	NA	NA
gene:Rv0775	Rv0775	turquoise	0.815970129	conserved hypotheticals	NA	DNA binding
gene:Rv0302	Rv0302	turquoise	0.543159894	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv3222c	Rv3222c	turquoise	0.353786384	conserved hypotheticals	NA	NA
gene:Rv0417	thiG	turquoise	0.776172814	intermediary metabolism and respiration	sulfur compound metabolic process, vitamin metabolic process	transferase activity, sulfur compound metabolic process, vitamin metabolic process
gene:Rv1460	Rv1460	turquoise	0.833006662	regulatory proteins	NA	NA
gene:Rv1073	Rv1073	turquoise	0.790134333	conserved hypotheticals	NA	NA
gene:Rv2827c	Rv2827c	turquoise	0.761894781	conserved hypotheticals	NA	NA
gene:Rv0667	rpoB	turquoise	0.305132065	information pathways	transcription, DNA-templated	DNA binding, catalytic activity, acting on RNA, transferase activity
gene:Rv2415c	Rv2415c	turquoise	0.444715548	conserved hypotheticals	transmembrane transport, DNA repair	DNA binding
gene:Rv0969	ctpV	turquoise	0.504560612	cell wall and cell processes	detoxification, metal ion homeostasis, transmembrane transport	transmembrane transport, transporter activity, hydrolase activity
gene:Rv0769	Rv0769	turquoise	0.604748863	intermediary metabolism and respiration	lipid metabolic process	oxidoreductase activity
gene:Rv1669	Rv1669	turquoise	0.560765531	conserved hypotheticals	NA	NA
gene:Rv0763c	Rv0763c	turquoise	0.761113287	intermediary metabolism and respiration	NA	NA
gene:Rv2621c	Rv2621c	turquoise	0.652053608	regulatory proteins	NA	NA
gene:Rv0251c	hsp	turquoise	0.686082015	virulence, detoxification, adaptation	NA	NA
gene:Rv1584c	Rv1584c	turquoise	0.894726269	insertion seqs and phages	NA	NA
gene:Rv2014	Rv2014	turquoise	0.683859079	insertion seqs and phages	DNA recombination	catalytic activity, acting on DNA, DNA binding
gene:Rv3573c	fadE34	turquoise	0.912583168	lipid metabolism	lipid metabolic process	oxidoreductase activity
gene:Rv2851c	Rv2851c	turquoise	0.751476446	intermediary metabolism and respiration	NA	transferase activity
gene:Rv3018c	PPE46	turquoise	0.401185353	PE/PPE	NA	NA
gene:Rv0768	aldA	turquoise	0.76298962	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv2737A	Rv2737A	turquoise	0.680321304	conserved hypotheticals	NA	NA
gene:Rv1391	dfp	turquoise	0.546346853	intermediary metabolism and respiration	NA	NA
gene:Rv0980c	PE_PGRS18	turquoise	0.679609824	PE/PPE	NA	NA
gene:Rv1039c	PPE15	turquoise	0.546556006	PE/PPE	NA	NA
gene:Rv3542c	Rv3542c	turquoise	0.488448896	conserved hypotheticals	NA	NA
gene:Rv1993c	Rv1993c	turquoise	0.766229644	conserved hypotheticals	NA	NA
gene:Rv2180c	Rv2180c	turquoise	0.76990896	cell wall and cell processes	NA	NA
gene:Rv2451	Rv2451	turquoise	0.532709037	conserved hypotheticals	NA	NA
gene:Rv0369c	Rv0369c	turquoise	0.458405797	intermediary metabolism and respiration	NA	NA
gene:Rv2050	Rv2050	turquoise	0.808019641	conserved hypotheticals	NA	NA
gene:Rv1660	pks10	turquoise	0.736225671	lipid metabolism	cell wall organization or biogenesis, lipid metabolic process	transferase activity
gene:Rv3062	ligB	turquoise	0.381311776	information pathways	DNA repair, DNA recombination, DNA replication	catalytic activity, acting on DNA, ligase activity, DNA binding
gene:Rv3049c	Rv3049c	turquoise	0.618956144	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv0064A	vapB1	turquoise	0.573045567	virulence, detoxification, adaptation	regulation of transcription, DNA-templated	NA
gene:Rv1581c	Rv1581c	turquoise	0.550033679	insertion seqs and phages	NA	NA
gene:Rv2205c	Rv2205c	turquoise	0.762926485	conserved hypotheticals	NA	transferase activity
gene:Rv3449	mycP4	turquoise	0.257973457	intermediary metabolism and respiration	protein maturation	catalytic activity, acting on a protein, hydrolase activity
gene:Rv3844	Rv3844	turquoise	0.462850841	insertion seqs and phages	NA	NA
gene:Rv3529c	Rv3529c	turquoise	0.700696424	conserved hypotheticals	NA	NA
gene:Rv3641c	fic	turquoise	0.69061362	cell wall and cell processes	NA	NA
gene:Rv3428c	Rv3428c	turquoise	0.617456174	insertion seqs and phages	NA	NA
gene:Rv3545c	cyp125	turquoise	0.844711829	intermediary metabolism and respiration	lipid metabolic process	oxidoreductase activity
gene:Rv2491	Rv2491	turquoise	0.346833707	conserved hypotheticals	NA	NA
gene:Rv2711	ideR	turquoise	0.805272807	regulatory proteins	regulation of transcription, DNA-templated	DNA binding, regulation of transcription, DNA-templated
gene:Rv0765c	Rv0765c	turquoise	0.588827493	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv1986	Rv1986	turquoise	0.468122299	cell wall and cell processes	NA	NA
gene:Rv0586	mce2R	turquoise	0.613309131	regulatory proteins	regulation of transcription, DNA-templated	DNA binding, regulation of transcription, DNA-templated
gene:Rv2202c	adoK	turquoise	0.739785317	intermediary metabolism and respiration	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process	carbohydrate derivative metabolic process, nucleobase-containing small molecule metabolic process, transferase activity
gene:Rv1831	Rv1831	turquoise	0.755818215	conserved hypotheticals	NA	NA
gene:Rv3406	Rv3406	turquoise	0.565496762	intermediary metabolism and respiration	NA	hydrolase activity, oxidoreductase activity
gene:Rv3571	kshB	turquoise	0.681024339	intermediary metabolism and respiration	NA	NA
gene:Rv1019	Rv1019	turquoise	0.859139585	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
gene:Rv3530c	Rv3530c	turquoise	0.834513087	intermediary metabolism and respiration	NA	NA
gene:Rv2693c	Rv2693c	turquoise	0.703345244	cell wall and cell processes	NA	NA
gene:Rv2489c	Rv2489c	turquoise	0.566595667	conserved hypotheticals	NA	NA
gene:Rv0202c	mmpL11	turquoise	0.567150305	cell wall and cell processes	NA	NA
gene:Rv2653c	Rv2653c	turquoise	0.630156979	insertion seqs and phages	NA	NA
gene:Rv0968	Rv0968	turquoise	0.526152559	conserved hypotheticals	NA	NA
gene:Rv3370c	dnaE2	turquoise	0.781952052	information pathways	DNA repair, DNA replication	hydrolase activity, catalytic activity, acting on DNA, transferase activity
gene:Rv3008	Rv3008	turquoise	0.73666842	conserved hypotheticals	NA	NA
gene:Rv0590A	Rv0590A	turquoise	0.508620425	virulence, detoxification, adaptation	NA	NA
gene:Rv0416	thiS	turquoise	0.68530781	intermediary metabolism and respiration	NA	NA
gene:Rv3504	fadE26	turquoise	0.933139882	lipid metabolism	lipid metabolic process	oxidoreductase activity
gene:Rv3526	kshA	turquoise	0.828045662	intermediary metabolism and respiration	lipid metabolic process, protein-containing complex assembly	oxidoreductase activity
gene:Rv3513c	fadD18	turquoise	0.736035108	lipid metabolism	NA	ligase activity
gene:Rv2035	Rv2035	turquoise	0.686616456	conserved hypotheticals	NA	NA
gene:Rv3642c	Rv3642c	turquoise	0.701406835	conserved hypotheticals	NA	NA
gene:Rv1875	Rv1875	turquoise	0.538779396	conserved hypotheticals	metal ion homeostasis	oxidoreductase activity
gene:Rv0027	Rv0027	turquoise	0.701232671	conserved hypotheticals	NA	NA
gene:Rv1807	PPE31	turquoise	0.705940157	PE/PPE	NA	NA
gene:Rv1373	Rv1373	turquoise	0.79244553	intermediary metabolism and respiration	sulfur compound metabolic process, lipid metabolic process	transferase activity
gene:Rv3223c	sigH	turquoise	0.450291795	information pathways	regulation of transcription, DNA-templated, transcription, DNA-templated	DNA binding, regulation of transcription, DNA-templated
gene:Rv0385	Rv0385	turquoise	0.639962765	intermediary metabolism and respiration	NA	oxidoreductase activity, molecular carrier activity
gene:Rv3225c	Rv3225c	turquoise	0.250819249	intermediary metabolism and respiration	carbohydrate derivative metabolic process	transferase activity
gene:Rv0793	Rv0793	turquoise	0.715536119	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv2919c	glnB	turquoise	0.50698133	regulatory proteins	NA	molecular function regulator
gene:Rv3581c	ispF	turquoise	0.599823559	intermediary metabolism and respiration	lipid metabolic process, carbohydrate derivative metabolic process	lyase activity
gene:Rv1291c	Rv1291c	turquoise	0.578477581	cell wall and cell processes	NA	NA
gene:Rv1462	Rv1462	turquoise	0.562941166	conserved hypotheticals	sulfur compound metabolic process	NA
gene:Rv1259	udgB	turquoise	0.758097726	information pathways	DNA repair	catalytic activity, acting on DNA, hydrolase activity
gene:Rv1390	rpoZ	turquoise	0.759588655	information pathways	transcription, DNA-templated	DNA binding, catalytic activity, acting on RNA, transferase activity
gene:Rv3415c	Rv3415c	turquoise	0.632777359	conserved hypotheticals	NA	NA
gene:Rv0970	Rv0970	turquoise	0.596770882	cell wall and cell processes	NA	NA
gene:Rv1945	Rv1945	turquoise	0.657250801	insertion seqs and phages	NA	hydrolase activity
gene:Rv3129	Rv3129	turquoise	0.733069892	conserved hypotheticals	NA	NA
gene:Rv2373c	dnaJ2	turquoise	0.545908582	virulence, detoxification, adaptation	protein folding, DNA replication	NA
gene:Rv0587	yrbE2A	turquoise	0.551484211	virulence, detoxification, adaptation	NA	transporter activity
gene:Rv3196	Rv3196	turquoise	0.536966416	conserved hypotheticals	NA	NA
gene:Rv2694c	Rv2694c	turquoise	0.866500693	conserved hypotheticals	NA	NA
gene:Rv2353c	PPE39	turquoise	0.759044643	PE/PPE	NA	NA
gene:Rv1855c	Rv1855c	turquoise	0.790313327	intermediary metabolism and respiration	NA	oxidoreductase activity
gene:Rv0991c	Rv0991c	turquoise	0.750715765	conserved hypotheticals	NA	NA
gene:Rv1574	Rv1574	turquoise	0.697798523	insertion seqs and phages	NA	NA
gene:Rv1859	modC	turquoise	0.642947616	cell wall and cell processes	transmembrane transport	transmembrane transport, transporter activity
gene:Rv1670	Rv1670	turquoise	0.841593925	conserved hypotheticals	NA	NA
gene:Rv3543c	fadE29	turquoise	0.662165887	lipid metabolism	lipid metabolic process	oxidoreductase activity
gene:Rv0978c	PE_PGRS17	turquoise	0.694868584	PE/PPE	NA	NA
gene:Rv2341	lppQ	turquoise	0.871604237	cell wall and cell processes	NA	NA
gene:Rv3596c	clpC1	turquoise	0.499089841	intermediary metabolism and respiration	protein folding	hydrolase activity, protein folding chaperone
gene:Rv1909c	furA	turquoise	0.819890741	regulatory proteins	regulation of transcription, DNA-templated	regulation of transcription, DNA-templated, DNA binding
